Nacional;Comunidades y Ciudades Autónomas;Covid-19;Sexo;Semana de defunción;Total
Total Nacional;16 País Vasco;Total;Mujeres;2021SM47;221
Total Nacional;16 País Vasco;Total;Mujeres;2021SM48;209
Total Nacional;16 País Vasco;Total;Mujeres;2021SM49;228
Total Nacional;16 País Vasco;Total;Mujeres;2021SM50;238
Total Nacional;16 País Vasco;Total;Mujeres;2021SM51;256
Total Nacional;16 País Vasco;Total;Mujeres;2021SM52;270
Total Nacional;16 País Vasco;Total;Mujeres;2021SM53;216
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;Total;1.702
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM01;17
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM02;90
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM03;122
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM04;99
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM05;104
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM06;96
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM07;72
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM08;53
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM09;44
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM10;18
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM11;20
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM12;15
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM13;16
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM14;19
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM15;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM16;28
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM17;25
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM18;27
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM19;33
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM20;36
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM21;37
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM22;30
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM23;26
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM24;20
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM25;36
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM26;29
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM27;21
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM28;35
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM29;73
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM30;77
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM31;48
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM32;31
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM33;18
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM34;16
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM35;10
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM36;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM37;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM38;16
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM39;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM40;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM41;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM42;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM43;18
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM44;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM45;18
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM46;10
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM47;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM48;15
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM49;18
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM50;12
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM51;24
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM52;22
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Total;2021SM53;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;Total;904
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM01;12
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM02;42
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM03;77
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM04;50
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM05;54
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM06;49
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM07;47
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM08;25
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM09;28
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM10;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM11;10
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM12;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM13;12
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM14;11
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM15;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM16;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM17;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM18;15
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM19;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM20;13
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM21;22
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM22;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM23;17
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM24;12
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM25;16
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM26;15
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM27;13
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM28;24
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM29;38
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM30;34
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM31;21
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM32;15
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM33;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM34;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM35;3
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM36;6
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM37;6
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM38;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM39;4
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM40;5
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM41;3
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM42;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM43;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM44;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM45;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM46;4
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM47;4
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM48;10
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM49;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM50;5
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM51;10
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM52;10
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Hombres;2021SM53;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;Total;798
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM01;5
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM02;48
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM03;45
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM04;49
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM05;50
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM06;47
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM07;25
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM08;28
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM09;16
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM10;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM11;10
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM12;6
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM13;4
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM14;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM15;6
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM16;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM17;11
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM18;12
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM19;19
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM20;23
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM21;15
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM22;16
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM23;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM24;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM25;20
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM26;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM27;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM28;11
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM29;35
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM30;43
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM31;27
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM32;16
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM33;4
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM34;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM35;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM36;2
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM37;8
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM38;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM39;3
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM40;3
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM41;5
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM42;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM43;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM44;6
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM45;9
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM46;6
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM47;3
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM48;5
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM49;11
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM50;7
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM51;14
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM52;12
Total Nacional;16 País Vasco;Covid-19 Virus identificado;Mujeres;2021SM53;5
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;Total;8
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM01;1
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM02;1
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM03;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM04;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM05;2
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM06;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM07;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM08;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM09;2
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM10;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM11;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM12;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM13;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM14;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM15;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM16;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM17;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM18;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM19;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM20;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM21;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM22;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM23;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM24;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM25;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM26;1
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM27;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM28;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM29;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM30;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM31;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM32;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM33;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM34;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM35;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM36;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM37;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM38;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM39;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM40;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM41;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM42;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM43;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM44;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM45;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM46;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM47;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM48;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM49;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM50;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM51;1
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM52;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Total;2021SM53;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;Total;5
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM01;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM02;1
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM03;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM04;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM05;1
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM06;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM07;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM08;0
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM09;1
Total Nacional;16 País Vasco;Covid-19 Virus no identificado (sospechoso);Hombres;2021SM10;0
