Nacional;Comunidades y Ciudades Autónomas;Covid-19;Sexo;Semana de defunción;Total
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM45;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM46;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM47;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM48;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM49;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM50;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM51;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM52;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Total;2021SM53;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;Total;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM01;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM02;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM03;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM04;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM05;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM06;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM07;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM08;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM09;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM10;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM11;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM12;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM13;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM14;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM15;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM16;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM17;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM18;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM19;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM20;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM21;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM22;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM23;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM24;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM25;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM26;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM27;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM28;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM29;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM30;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM31;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM32;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM33;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM34;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM35;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM36;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM37;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM38;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM39;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM40;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM41;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM42;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM43;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM44;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM45;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM46;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM47;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM48;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM49;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM50;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM51;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM52;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Hombres;2021SM53;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;Total;1
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM01;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM02;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM03;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM04;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM05;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM06;1
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM07;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM08;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM09;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM10;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM11;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM12;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM13;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM14;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM15;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM16;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM17;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM18;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM19;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM20;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM21;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM22;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM23;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM24;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM25;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM26;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM27;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM28;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM29;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM30;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM31;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM32;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM33;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM34;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM35;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM36;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM37;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM38;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM39;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM40;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM41;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM42;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM43;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM44;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM45;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM46;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM47;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM48;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM49;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM50;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM51;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM52;0
Total Nacional;07 Castilla y León;Síndrome inflamatorio multisistémico asociado con COVID-19, no especificado;Mujeres;2021SM53;0
Total Nacional;07 Castilla y León;Otras causas;Total;Total;28.668
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM01;143
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM02;575
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM03;571
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM04;581
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM05;554
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM06;584
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM07;566
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM08;544
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM09;511
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM10;543
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM11;501
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM12;556
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM13;492
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM14;531
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM15;540
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM16;522
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM17;502
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM18;516
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM19;466
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM20;531
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM21;533
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM22;520
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM23;466
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM24;494
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM25;702
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM26;528
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM27;510
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM28;551
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM29;729
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM30;840
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM31;615
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM32;600
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM33;650
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM34;513
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM35;574
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM36;510
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM37;472
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM38;487
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM39;487
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM40;512
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM41;518
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM42;488
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM43;531
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM44;526
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM45;501
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM46;530
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM47;579
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM48;552
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM49;574
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM50;563
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM51;574
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM52;609
Total Nacional;07 Castilla y León;Otras causas;Total;2021SM53;501
Total Nacional;07 Castilla y León;Otras causas;Hombres;Total;14.471
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM01;71
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM02;286
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM03;289
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM04;286
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM05;261
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM06;312
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM07;303
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM08;297
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM09;249
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM10;273
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM11;252
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM12;302
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM13;258
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM14;274
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM15;284
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM16;255
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM17;269
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM18;279
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM19;222
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM20;265
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM21;250
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM22;261
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM23;247
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM24;256
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM25;339
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM26;258
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM27;244
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM28;301
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM29;358
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM30;383
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM31;290
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM32;292
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM33;318
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM34;260
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM35;284
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM36;258
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM37;264
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM38;249
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM39;247
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM40;256
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM41;272
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM42;244
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM43;259
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM44;273
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM45;270
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM46;250
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM47;281
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM48;288
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM49;303
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM50;299
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM51;285
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM52;298
Total Nacional;07 Castilla y León;Otras causas;Hombres;2021SM53;247
Total Nacional;07 Castilla y León;Otras causas;Mujeres;Total;14.197
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM01;72
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM02;289
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM03;282
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM04;295
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM05;293
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM06;272
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM07;263
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM08;247
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM09;262
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM10;270
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM11;249
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM12;254
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM13;234
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM14;257
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM15;256
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM16;267
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM17;233
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM18;237
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM19;244
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM20;266
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM21;283
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM22;259
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM23;219
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM24;238
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM25;363
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM26;270
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM27;266
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM28;250
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM29;371
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM30;457
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM31;325
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM32;308
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM33;332
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM34;253
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM35;290
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM36;252
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM37;208
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM38;238
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM39;240
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM40;256
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM41;246
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM42;244
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM43;272
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM44;253
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM45;231
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM46;280
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM47;298
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM48;264
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM49;271
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM50;264
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM51;289
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM52;311
Total Nacional;07 Castilla y León;Otras causas;Mujeres;2021SM53;254
Total Nacional;08 Castilla - La Mancha;Total;Total;Total;20.898
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM01;113
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM02;425
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM03;446
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM04;492
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM05;500
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM06;474
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM07;483
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM08;377
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM09;370
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM10;375
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM11;328
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM12;385
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM13;321
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM14;378
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM15;403
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM16;415
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM17;365
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM18;395
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM19;397
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM20;397
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM21;428
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM22;363
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM23;368
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM24;381
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM25;478
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM26;406
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM27;409
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM28;444
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM29;529
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM30;559
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM31;504
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM32;472
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM33;441
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM34;342
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM35;378
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM36;374
Total Nacional;08 Castilla - La Mancha;Total;Total;2021SM37;301
